IDCarro;Oficina;Servico;Mecanico;DataEntrada;DataSaida;Responsavel;Obs;ValorServico
7;OFICINA NOSSA SENHORA DA PENHA;suspenção diversos;piloto;01/11/2003;01/11/2003;sandro;foi trocado dois amortecedores trazeiros.uma mola de numero dois.uma mola mestre.três garas comprado na parafiat valor da dispeza 243.piloto cobrou de mão de obra 60;303
32;OFICINA NOSSA SENHORA DA PENHA;Velas;piloto;31/10/2003;31/10/2003;lucio;;30
16;OFICINA NOSSA SENHORA DA PENHA;troca de colar.plator.disco;piloto;30/10/2003;30/10/2003;eduardo;;210
31;OFICINA NOSSA SENHORA DA PENHA;troca de cabos e velas;piloto;31/10/2003;31/10/2003;zê felinto;foi trocado no mesmo dia o mangote de ar.cabo de embreagem.;130
29;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de óleo;Toinho;30/10/2003;30/10/2003;tacio;foi trocado no mesmo dia a maneta do lado esquedo;12
16;AUTO ELÉTRICA DO GERALDO;serviço de solda;geraldo;04/11/2003;04/11/2003;eduardo;;35
2;RENOREGIA;Troca de Pneus;Toinho;07/11/2003;07/11/2003;patrickson;foi trocado um pneu trazeiro do lado esquerdo;73
18;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;07/11/2003;07/11/2003;arley;foi trocado o mangote de ar no mesmo dia.;33
7;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;07/11/2003;07/11/2003;sandro;;18
22;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;07/11/2003;07/11/2003;edson 2;foi trocado o filtro de óleo no mês dia.;28
21;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;07/11/2003;07/11/2003;emmanuel;;18
21;OFICINA NOSSA SENHORA DA PENHA;troca de pastilha de freio;piloto;07/11/2003;07/11/2003;emmanuel;;33
10;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;07/11/2003;07/11/2003;linaldo;foi trocado no mesmo dia o filtro de óleo;28
14;OFICINA NOSSA SENHORA DA PENHA;troca de pastilha de freio;piloto;07/11/2003;07/11/2003;tony;;33
13;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;07/11/2003;07/11/2003;fia;;18
25;KIA CAÇULINHA PARAIBA LTDA.;troca das porcas travante;francisco;07/11/2003;07/11/2003;ANTONIO;;45
19;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;07/11/2003;07/11/2003;fabio;foi trocado no mesmo dia o filtro de óleo.;19.10
8;OFICINA NOSSA SENHORA DA PENHA;troca do sensor de temperatura;piloto;10/11/2003;10/11/2003;rostanda;foi trocado no mesmo dia a tampa do reservatorio de agua.;30
7;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;10/11/2003;10/11/2003;sandro;valor do serviço na real car foi de apenas R$ 17 o restante corresponde a compra de pneus por irenaldo no valor de R$ 110 cada pneu .;237
17;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;13/11/2003;13/11/2003;erlano;foi trocado o filtro de óleo no mesmo dia;30
10;OFICINA NOSSA SENHORA DA PENHA;troca de correia dentada;piloto;25/09/2003;25/09/2003;silas;;40
2;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;13/11/2003;13/11/2003;patrickson;foi trocado no mesmo dia filtro de ar valor pago R$ 12;32
20;AUTO ELÉTRICA DO GERALDO;troca do benze motor de partida;geraldo;13/11/2003;13/11/2003;amauri;;60
29;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;17/11/2003;17/11/2003;tacio;;6
25;REAL CAR SERVIÇOS AUTOMOTIVOS;alinhamento.balanciamento;Toinho;13/11/2003;13/11/2003;antonio;;6
14;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;19/11/2003;19/11/2003;tony;foi trocado filtro de ar nesta mesma data.;25
2;ECO GÁS LTDA;regulagem do gás;igor;19/11/2003;19/11/2003;patrickson;foi precizo regula devido a troca do filtro de ar.;10
11;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;19/11/2003;19/11/2003;klebio;;28
13;OFICINA NOSSA SENHORA DA PENHA;troca de pastilha de freio;piloto;19/11/2003;19/11/2003;fia;;33
20;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;20/11/2003;20/11/2003;amaury;foi trocado o filtro de óleo nesta mesma data.;29
10;RADBAT-PB;Troca de Bateria;Toinho;24/11/2003;24/11/2003;linaldo;;95
8;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;20/11/2003;20/11/2003;rostanda;foi trocado dois pneus comprado por irenaldo em outra loja no valor de R$ 110 cada pneu.;235
19;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;20/11/2003;20/11/2003;fabio;foi trocado dois pneus dianteiros que irenaldo comprou em outra loja ao valor R$ 110 cada.;235
13;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;26/11/2003;26/11/2003;fia;foi trocado dois pneus dianteiros.comprado por irenaldo em outra loja ao valor R$110 reais cada.foi alinhado.balanceado.;238
12;OFICINA NOSSA SENHORA DA PENHA;troca de junta homoc.;piloto;26/11/2003;26/11/2003;marcony;;125
29;MOTOSHOP VEICULOS E PEÇAS LTDA;diversos moto;Toinho;17/10/2003;17/10/2003;gilberto;trocado vela.cachimbo da vela.aut.por irenaldo;12.50
32;OFICINA NOSSA SENHORA DA PENHA;troca de correia dentada;piloto;01/05/2003;01/05/2003;lucio;;0
31;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;25/10/2003;25/10/2003;ze felinto;foi trocado o filtro de óleo nesta data.;28
5;OFICINA NOSSA SENHORA DA PENHA;troca de correia dentada;piloto;27/11/2003;27/11/2003;gutemberg;;40
5;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;27/11/2003;27/11/2003;gutemberg;;15
32;OFICINA NOSSA SENHORA DA PENHA;troca de correia dentada;piloto;27/11/2003;27/11/2003;lucio;;75
32;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;27/11/2003;27/11/2003;lucio;foi trocado no mesmo dia a correia do alternador.;28
12;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;27/11/2003;27/11/2003;marcony;foi trocado no mesmo dia o filtro da óleo.filtro de ar;37.50
16;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;27/11/2003;27/11/2003;eduardo;foi trocado no mesmo dia o filtro de ar;25
8;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;27/11/2003;27/11/2003;rostanda;foi trocado no mesmo dia o filtro de óleo;27.50
30;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;27/11/2003;27/11/2003;edson 1;;15
21;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;28/11/2003;28/11/2003;emmanuel;;15
22;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;28/11/2003;28/11/2003;edson 2;;15
34;ECO GÁS LTDA;troca de ouring;igor;28/11/2003;28/11/2003;assis;;10
31;OFICINA NOSSA SENHORA DA PENHA;troca de correia dentada;piloto;01/08/2003;01/08/2003;zê felinto;;0
34;OFICINA NOSSA SENHORA DA PENHA;troca de correia dentada;piloto;01/08/2003;01/08/2003;assis;;0
35;OFICINA NOSSA SENHORA DA PENHA;troca de correia dentada;piloto;01/08/2003;01/08/2003;reserva;;0
29;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;30/11/2003;30/11/2003;tacio;;5
37;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;13/11/2003;13/11/2003;clecio;;6
37;MOTOSHOP VEICULOS E PEÇAS LTDA;limpeza no carburador;Toinho;05/11/2003;05/11/2003;clecio;;14.50
37;MOTOSHOP VEICULOS E PEÇAS LTDA;troca dos raios;Toinho;08/11/2003;08/11/2003;clecio;;40.80
37;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de óleo;Toinho;30/10/2003;30/10/2003;clecio;troca de maneta.regulagem de valvulas.vareta original.;55.50
37;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de óleo;Toinho;13/09/2003;13/09/2003;clecio;;7
37;MOTOSHOP VEICULOS E PEÇAS LTDA;peças diversos (motos);Toinho;29/09/2003;29/09/2003;clecio;;18
37;MOTOSHOP VEICULOS E PEÇAS LTDA;peças diversos (motos);Toinho;18/09/2003;18/09/2003;clecio;troca da bateria;97
37;MOTOSHOP VEICULOS E PEÇAS LTDA;peças diversos (motos);Toinho;13/09/2003;13/09/2003;clecio;foi trocado cabo de embreagem.bucha do amort.cubo de embr.plato.cola.disco.;94.50
37;OFICINA NOSSA SENHORA DA PENHA;peças diversos (motos);Toinho;02/08/2003;02/08/2003;clecio;foi trocado coroa.corrente.pinhão.óleo.borracha do pedal.;55
5;OFICINA NOSSA SENHORA DA PENHA;troca de pastilha de freio;piloto;04/12/2003;04/12/2003;gutemberg;;35
19;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;04/12/2003;04/12/2003;fabio;;18
25;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;06/12/2003;06/12/2003;antonio;;25
17;OFICINA NOSSA SENHORA DA PENHA;troca de colar.plator.disco;piloto;05/12/2003;05/12/2003;erlano;foi cobrado R$ 60 de máo de obra;230
17;OFICINA NOSSA SENHORA DA PENHA;troca de pastilha de freio;piloto;05/12/2003;05/12/2003;erlano;não foi cobrado a mão de obra p/este serviço pois o mesmo foi feito junto com a troca da embreagem.;30
29;MOTOSHOP VEICULOS E PEÇAS LTDA;Troca de Pneus;Toinho;05/12/2003;05/12/2003;tacio;;78
7;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;05/12/2003;05/12/2003;sandro;foi trocado o filtro de óleo nesta mesma data comprado em guimarães auto peças por r$ 10 reais.;28
31;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;26/11/2003;26/11/2003;zê felinto;;18
37;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;30/11/2003;30/11/2003;clecio;;5
37;PARAIBA MOTOS;Troca de Bateria;Toinho;10/12/2003;10/12/2003;clecio;;65
18;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;16/12/2003;16/12/2003;arley;foi trocado no mesmo dia o filtro de óleo;25
10;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;16/12/2003;16/12/2003;silas;foi trocado na mesma data um pneu trazeiro usado.;15
2;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;17/12/2003;17/12/2003;tacio;só foi trocado óleo nesta data.;15
37;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;16/12/2003;16/12/2003;clecio;;5
13;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;17/12/2003;17/12/2003;fia;;25
29;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;17/12/2003;17/12/2003;gilberto;;5
7;OFICINA NOSSA SENHORA DA PENHA;troca da coifa;piloto;19/12/2003;19/12/2003;sandro;;36
7;OFICINA NOSSA SENHORA DA PENHA;troca de pastilha de freio;piloto;19/12/2003;19/12/2003;sandro;;30
30;OFICINA NOSSA SENHORA DA PENHA;troca de pastilha de freio;piloto;20/12/2003;20/12/2003;edson 1;;33
14;OFICINA NOSSA SENHORA DA PENHA;serviço de cabeçote;piloto;19/12/2003;19/12/2003;tony;foi feito este serviço devido a correia dentada quebrar antes da km prevista;237
14;OFICINA NOSSA SENHORA DA PENHA;troca de correia dentada;piloto;18/12/2003;18/12/2003;tony;;33
14;RADBAT-PB;Troca de Bateria;Toinho;22/12/2003;22/12/2003;tony;;95
32;RADBAT-PB;Troca de Bateria;Toinho;22/12/2003;22/12/2003;lucio;;95
16;OFICINA NOSSA SENHORA DA PENHA;troca de correia dentada;piloto;23/12/2003;23/12/2003;eduardo;;38
15;JEOKAR AUTO PEÇAS LTDA.;Troca de Bateria;piloto;05/01/2004;05/01/2004;marcony;;100
31;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;02/01/2004;02/01/2004;zê felinto;foi trocado no mesmo dia o filtro de óleo.;28
7;JEOKAR AUTO PEÇAS LTDA.;Troca de Bateria;piloto;05/01/2004;05/01/2004;sandro;;100
31;OFICINA NOSSA SENHORA DA PENHA;troca da alavanca de freio de mão;piloto;06/01/2004;06/01/2004;zê felinto;;60
34;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;Toinho;30/11/2003;30/11/2003;assis;;13.50
35;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;Toinho;30/10/2003;30/10/2003;reserva;;13.50
17;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;08/01/2004;08/01/2004;erlano;;15
20;JEOKAR AUTO PEÇAS LTDA.;Troca de Bateria;piloto;08/01/2004;08/01/2004;amauri;;100
7;OFICINA NOSSA SENHORA DA PENHA;suspenção diversos;piloto;09/01/2004;09/01/2004;sandro;;110
16;OFICINA NOSSA SENHORA DA PENHA;serviço de cabeçote;piloto;09/01/2004;10/01/2004;eduardo;;205
13;OFICINA NOSSA SENHORA DA PENHA;troca do mangote de agua;piloto;13/01/2004;13/01/2004;fia;foi feito no mesmo dia uma limpeza no radiador.;50
14;AUTO ELÉTRICA DO GERALDO;troca do ventilador do radiador;geraldo;13/01/2004;13/01/2004;tony;;130
5;OFICINA NOSSA SENHORA DA PENHA;troca dos cabos de vela;piloto;15/01/2004;15/01/2004;gutemberg;;80
5;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;15/01/2004;15/01/2004;gutemberg;foi colocado uma proteçao na direçao que custou R$10.;30.50
14;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;15/01/2004;15/01/2004;tony;;13.50
20;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;15/01/2004;15/01/2004;amauri;;13.50
22;ECO GÁS LTDA;troca de ouring;igor;15/01/2004;15/01/2004;edson 2;;15
16;ECO GÁS LTDA;regulagem do gás;igor;15/01/2004;15/01/2004;eduardo;;10
2;OFICINA NOSSA SENHORA DA PENHA;cabo de capú;piloto;15/01/2004;15/01/2004;tacio;;22
15;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;15/01/2004;15/01/2004;marcony;;13.50
21;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;15/01/2004;15/01/2004;emmanuel;;32
30;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;16/01/2004;16/01/2004;edson 1;;13.50
7;OFICINA NOSSA SENHORA DA PENHA;suspenção diversos;piloto;16/01/2004;17/01/2004;sandro;foi comprado de material r$ 420;500
12;AUTO ELÉTRICA DO GERALDO;troca das escovas do motor de partida;geraldo;14/01/2004;14/01/2004;linaldo;;20
17;PARA FIAT;troca da palheta do limpado;Toinho;16/01/2004;16/01/2004;erlano;foi colocado uma proteção na direção que custou R$10.;19
7;PARA FIAT;troca do contato de freio;Toinho;16/01/2004;16/01/2004;sandro;;13
20;OFICINA NOSSA SENHORA DA PENHA;troca da coifa;piloto;20/01/2004;20/01/2004;amauri;;23
11;OFICINA NOSSA SENHORA DA PENHA;troca do volante;piloto;20/01/2004;20/01/2004;klebio;;80
11;ARTESTOFADOS;conserto do banco;Toinho;20/01/2004;20/01/2004;klebio;;40
14;OFICINA NOSSA SENHORA DA PENHA;cabo de capú;piloto;20/01/2004;20/01/2004;tonny;;25
26;RS-REGINALDO SILVA;diversos onibus;Toinho;19/01/2004;19/01/2004;jerffeson;foi cobrado R$ 80 de mão de obra.;125
37;MOTOSHOP VEICULOS E PEÇAS LTDA;diversos moto;Toinho;17/01/2004;17/01/2004;clecio;foi trocadom cilindro do garfo.bucha amort.dois espelho;63
10;PINT CAR;lanternagem diversos;júnior;30/12/2001;19/01/2004;silas;;790
31;JEOKAR AUTO PEÇAS LTDA.;Troca de Bateria;júnior;20/01/2004;20/01/2004;zê felinto;esta bateria foi comprada para o carro de linaldo porem não foi colocado.;100
22;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;21/01/2004;21/01/2004;edson 2;;19.50
11;OFICINA NOSSA SENHORA DA PENHA;troca de correia dentada;piloto;02/10/2003;02/10/2003;klebio;esta correia dentada foi trocada quando trocou o cabeçote do carro.;38
26;RS-REGINALDO SILVA;troca da correia do alternador;Toinho;21/01/2004;21/01/2004;jefferson;foi cobrado R$ 60 de mão de obra.;110
34;RADIOLAB SERVICE LTDA;instalação rádio;ivan;15/01/2004;15/01/2004;assis;;61
20;RADIOLAB SERVICE LTDA;troca de bobina de inj;ivan;14/01/2004;14/01/2004;amauri;;10
12;RADIOLAB SERVICE LTDA;conserto rádio;ivan;21/01/2004;21/01/2004;linaldo;;50
32;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;21/01/2004;21/01/2004;lucio;;13.50
32;OFICINA NOSSA SENHORA DA PENHA;troca do sensor de rotação;piloto;22/01/2004;22/01/2004;lucio;;80
15;OFICINA NOSSA SENHORA DA PENHA;troca do feixe de mola;piloto;26/01/2004;26/01/2004;marcony;foi cobrado R$ 60 de mão de obra.;194
18;OFICINA NOSSA SENHORA DA PENHA;serviço de cabeçote;piloto;26/01/2004;26/01/2004;arley;foi substituido junta cabeçote.junta tuche.junta escape.junta admissão.retentor comando.retentor válvula.correia dentada.correia alternador.valor das peças R$ 112;162
18;OFICINA NOSSA SENHORA DA PENHA;troca de correia dentada;piloto;26/01/2004;26/01/2004;arley;foi trocado no mesmo dia a correia do alternador o valor da mão de obra foi incluido no valor do serviço de cabeçote.;50
18;JEOKAR AUTO PEÇAS LTDA.;Troca de Bateria;Toinho;26/01/2004;26/01/2004;arley;;100
30;OFICINA NOSSA SENHORA DA PENHA;troca do pivo;piloto;24/01/2004;24/01/2004;edson 1;foi cobrado R$ 30 de mão de obra.;65
19;OFICINA NOSSA SENHORA DA PENHA;troca de pastilha de freio;piloto;24/01/2004;24/01/2004;fabio;foi cobrado R$ 5 de mão de obra.;35
29;MOTOSHOP VEICULOS E PEÇAS LTDA;diversos moto;Toinho;24/01/2004;24/01/2004;gilberto;foi trocado pinhão.coroa.corrente.rolamento.bucha coroa.bucha da roda trazeira.pneu trazeiro.obs:não esta incluso nesta ordem de serviço o valor do pneu.;65
29;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;24/01/2004;24/01/2004;gilberto;;4.50
7;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;23/01/2004;23/01/2004;sandro;foi colocado uma proteção na direção que custou R$ 10;23.50
35;RADIOLAB SERVICE LTDA;instalação rádio;ivan;27/01/2004;27/01/2004;reserva;;62
16;JEOKAR AUTO PEÇAS LTDA.;troca dos cabos de vela;piloto;27/01/2004;27/01/2004;eduardo;os cabos de vela foran trocados na garantia por jonas.;0
32;RENOREGIA;Troca de Pneus;Toinho;27/01/2004;27/01/2004;lucio;foi colocado na direção uma proteção que custou R$10.;60
8;JEOKAR AUTO PEÇAS LTDA.;troca da palheta do limpado;piloto;27/01/2004;27/01/2004;rostanda;;25
20;OFICINA NOSSA SENHORA DA PENHA;troca de filtro de ar;piloto;27/01/2004;27/01/2004;amauri;;8.65
29;MOTOSHOP VEICULOS E PEÇAS LTDA;diversos moto;Toinho;27/01/2004;27/01/2004;gilberto;foi trocado um interruptor stop.um rele de pisca.;27
11;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;16/01/2004;16/01/2004;klebio;;13.50
18;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;26/01/2004;26/01/2004;arley;;13.50
8;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;28/01/2004;28/01/2004;rostanda;;13.50
12;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;28/01/2004;28/01/2004;linaldo;;13.50
16;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;28/01/2004;28/01/2004;eduardo;;13.50
14;OFICINA NOSSA SENHORA DA PENHA;troca do suporte do braço do tensor;piloto;28/01/2004;28/01/2004;tony;;130
19;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;24/01/2004;24/01/2004;fabio;;13.50
12;OFICINA NOSSA SENHORA DA PENHA;troca de correia dentada;piloto;29/01/2004;29/01/2004;linaldo;;38
11;OFICINA NOSSA SENHORA DA PENHA;troca do reparo da alavanca de freio;piloto;29/01/2004;29/01/2004;klebio;;35
11;JEOKAR AUTO PEÇAS LTDA.;troca da palheta do limpado;Toinho;30/01/2004;30/01/2004;klebio;;23
12;JEOKAR AUTO PEÇAS LTDA.;troca da palheta do limpado;Toinho;31/01/2004;31/01/2004;linaldo;foi trocado um pneu trazeiro do lado direito usado.do carro de klebio.;23
11;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;31/01/2004;31/01/2004;klebio;os pneus foram comprados na cirne pneus ao custo de R$ 110 cada a troca custou R$18 de mão de obra na real serviçe.;458
30;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;31/01/2004;31/01/2004;edson 1;os pneus foram comprados na cirne pneus ao custo R$ 110
cada. a mão de obra custou R$18;238
14;ARTESTOFADOS;conserto do banco;Toinho;31/01/2004;31/01/2004;tony;;25
8;ARTESTOFADOS;conserto do banco;Toinho;31/01/2004;31/01/2004;rostanda;foi colocado uma proteção na direção que custou R$ 10.;35
21;OFICINA NOSSA SENHORA DA PENHA;suspenção diversos;piloto;31/01/2004;31/01/2004;emmanuel;foi trocado dois amortecedores.dois pivo do braço.dois pivo do tirante.quatro buchas da bandeija.dois terminais de direção.um batedor da coifa direita.a mão de obra ficou em R$ 70;370
18;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;02/02/2004;02/02/2004;arley;foi trocado dois pneus dianteiro alinhado e balanceado valor de cada pneu R$ 110 . comprado na cirne pneus por irenaldo.;238
18;OFICINA NOSSA SENHORA DA PENHA;troca da correia do alternador;piloto;03/02/2004;03/02/2004;arley;;15
2;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;06/02/2004;06/02/2004;tacio;;13.50
2;OFICINA NOSSA SENHORA DA PENHA;Velas;piloto;06/02/2004;06/02/2004;tacio;;35
13;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;07/02/2004;07/02/2004;fia;foi feito no mesmo dia alinhamento.balanciamento das quatro rodas.os pneus foram comprados por irenaldo na cirne pneus ao custo de R$110 cada pneu.;235
19;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;07/02/2004;07/02/2004;fabio;foi comprado os pneus na cirne pneus ao custo R$ 110
cada .alinhado.balanceado.;235
10;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;07/02/2004;07/02/2004;silas;os pneus colocado neste veiculo foram comprados na cirne pneus ao custo R$110 cada.foi colocado no mesmo dia uma faixa trazeira no valor de R$ 50 reais.;285
31;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;07/02/2004;07/02/2004;zê felinto;;13.50
31;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;07/02/2004;07/02/2004;zê felinto;os pneus colocados neste carro foram comprados na cirne pneus ao custo R$110 cada.;235
34;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;07/02/2004;07/02/2004;assis;foi trocado na mesma data o filtro de óleo.;28
13;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;07/02/2004;07/02/2004;fia;;13.50
13;OFICINA NOSSA SENHORA DA PENHA;troca do suporte do braço do tensor;piloto;07/02/2004;07/02/2004;fia;piloto cobrou R$ 20 de mão de obra.foi trocado a peça do lado direito.;130
7;AUTO ELÉTRICA DO GERALDO;troca do benze motor de partida;geraldo;07/02/2004;07/02/2004;sandro;geraldo cobrou R$ 25 reais da peça.;45
26;CASA DO ÓLEO SÃO JOSE;troca de óleo;Toinho;09/02/2004;09/02/2004;jefferson;foi trocado filtro de óleo.lubrificação.o óleo foi combrado por irenaldo.;35.50
25;CASA DO ÓLEO SÃO JOSE;troca de óleo;Toinho;09/02/2004;09/02/2004;antonio;foi trocado filtro de óleo.filtro de ar.filtro de combustivel.feito lubrificação.;123
18;OFICINA NOSSA SENHORA DA PENHA;troca de pastilha de freio;piloto;10/02/2004;10/02/2004;arley;piloto cobrou R$ 5 de mão de obra.;35
30;JEOKAR AUTO PEÇAS LTDA.;Troca de Bateria;piloto;10/02/2004;10/02/2004;edson 1;;100
37;OFICINA NOSSA SENHORA DA PENHA;troca de óleo;piloto;10/02/2004;10/02/2004;clecio;;4.50
13;OFICINA NOSSA SENHORA DA PENHA;troca do suporte do braço do tensor;piloto;11/02/2004;11/02/2004;fia;piloto cobrou R$ 20 de mão de obra.foi trocado a peça do lado esquerdo.;130
2;AUTO ELÉTRICA DO GERALDO;troca de rolamento do alternador;geraldo;14/02/2004;14/02/2004;tacio;foi consertado no mesmo dia a lanterna do pisca.;60
2;OFICINA NOSSA SENHORA DA PENHA;troca da camara d agua;piloto;14/02/2004;14/02/2004;tacio;;100
13;OFICINA NOSSA SENHORA DA PENHA;troca de pastilha de freio;piloto;13/02/2004;14/02/2004;fia;;35
